"sample_name","replicate","pool","batch","peak","RT_t0","RT_t24","Area_t0","Area_t24","metric","value","median_value","iqr_value"
"P113","2","p2","b1","acetylsulfamethoxazole",13.8,13.8,17.3,18.2,"relative_removal",-5.20231213872832,-8.33333333333333,3.17919075144509
"P113","2","p2","b1","atorvastatin",20.9,20.9,20.3,21.5,"relative_removal",-5.91133004926108,-5.91133004926108,12.4784110535406
"P113","2","p2","b1","propanil",19,19,17.2,12,"relative_removal",30.2325581395349,30.2325581395349,10.9915463191265
"P113","3","p1","b1","diuron",17.5,17.5,25.1,28.3,"relative_removal",-12.7490039840637,-10.7883817427386,6.17842356065932
"P113","3","p1","b1","vorinostat",13.3,13.3,10.5,11.7,"relative_removal",-11.4285714285714,-9.80392156862745,6.18157543391188
"P113","3","p2","b1","acetylsulfamethoxazole",13.8,13.8,17.3,19.3,"relative_removal",-11.5606936416185,-8.33333333333333,3.17919075144509
"P113","3","p2","b1","atorvastatin",20.9,20.9,19.8,23.1,"relative_removal",-16.6666666666667,-5.91133004926108,12.4784110535406
"P113","3","p2","b1","propanil",19,19,16.7,13.2,"relative_removal",20.9580838323353,30.2325581395349,10.9915463191265
"P115","1","p1","b1","diuron",17.8,17.8,26.8,22.5,"relative_removal",16.044776119403,-39.9122807017544,32.1603190941843
"P115","1","p1","b1","vorinostat",13.4,13.4,11,10.2,"relative_removal",7.27272727272728,-23.3009708737864,20.1363636363636
"P115","1","p2","b1","acetylsulfamethoxazole",13.8,14,17.2,18.7,"relative_removal",-8.72093023255814,-7.77777777777777,0.708779723020641
"P115","1","p2","b1","atorvastatin",20.9,21.2,17.1,19.4,"relative_removal",-13.4502923976608,-16.4835164835165,10.8187134502924
"P115","1","p2","b1","propanil",19,19.2,13.5,10.9,"relative_removal",19.2592592592593,3.30578512396694,14.6716464363523
"P115","2","p1","b1","diuron",17.5,17.5,22.8,31.9,"relative_removal",-39.9122807017544,-39.9122807017544,32.1603190941843
"P115","2","p1","b1","vorinostat",13.3,13.3,10,13.3,"relative_removal",-33,-23.3009708737864,20.1363636363636
"P115","2","p2","b1","acetylsulfamethoxazole",13.8,13.8,18,19.4,"relative_removal",-7.77777777777777,-7.77777777777777,0.708779723020641
"P115","2","p2","b1","atorvastatin",20.9,20.9,18.2,21.2,"relative_removal",-16.4835164835165,-16.4835164835165,10.8187134502924
"P115","2","p2","b1","propanil",19,19,12.1,11.7,"relative_removal",3.30578512396694,3.30578512396694,14.6716464363523
"P115","3","p1","b1","diuron",17.5,17.5,20.3,30.1,"relative_removal",-48.2758620689655,-39.9122807017544,32.1603190941843
"P115","3","p1","b1","vorinostat",13.3,13.3,10.3,12.7,"relative_removal",-23.3009708737864,-23.3009708737864,20.1363636363636
"P115","3","p2","b1","acetylsulfamethoxazole",13.8,13.8,17.8,19.1,"relative_removal",-7.30337078651686,-7.77777777777777,0.708779723020641
"P115","3","p2","b1","atorvastatin",20.9,20.9,17.1,23.1,"relative_removal",-35.0877192982456,-16.4835164835165,10.8187134502924
"P115","3","p2","b1","propanil",19,19,11.9,13.1,"relative_removal",-10.0840336134454,3.30578512396694,14.6716464363523
"P116","1","p1","b1","diuron",17.8,17.8,27.2,12.2,"relative_removal",55.1470588235294,-12.015503875969,35.4247690811862
"P116","1","p1","b1","vorinostat",13.4,13.4,11.3,7.9,"relative_removal",30.0884955752212,-8.03571428571429,21.7109144542773
"P116","1","p2","b1","acetylsulfamethoxazole",13.8,14,17.3,18.3,"relative_removal",-5.78034682080925,-3.12500000000001,2.36385762093094
"P116","1","p2","b1","atorvastatin",20.9,21.2,16.9,19.1,"relative_removal",-13.01775147929,-33.0985915492958,17.5651983344291
"P116","1","p2","b1","propanil",19,19.2,13.3,10.8,"relative_removal",18.796992481203,-30.188679245283,40.0436575309241
"P116","2","p1","b1","diuron",17.5,17.5,24.2,28,"relative_removal",-15.702479338843,-12.015503875969,35.4247690811862
"P116","2","p1","b1","vorinostat",13.3,13.2,10.5,11.9,"relative_removal",-13.3333333333333,-8.03571428571429,21.7109144542773
"P116","2","p2","b1","acetylsulfamethoxazole",13.8,13.8,19,19.2,"relative_removal",-1.05263157894736,-3.12500000000001,2.36385762093094
"P116","2","p2","b1","atorvastatin",20.9,20.9,14.2,18.9,"relative_removal",-33.0985915492958,-33.0985915492958,17.5651983344291
"P116","2","p2","b1","propanil",19,19,6.2,10,"relative_removal",-61.2903225806452,-30.188679245283,40.0436575309241
"P116","3","p1","b1","diuron",17.5,17.5,25.8,28.9,"relative_removal",-12.015503875969,-12.015503875969,35.4247690811862
"P116","3","p1","b1","vorinostat",13.3,13.3,11.2,12.1,"relative_removal",-8.03571428571429,-8.03571428571429,21.7109144542773
"P116","3","p2","b1","acetylsulfamethoxazole",13.8,13.8,19.2,19.8,"relative_removal",-3.12500000000001,-3.12500000000001,2.36385762093094
"P116","3","p2","b1","atorvastatin",20.9,20.9,16.2,24,"relative_removal",-48.1481481481482,-33.0985915492958,17.5651983344291
"P116","3","p2","b1","propanil",19,19,10.6,13.8,"relative_removal",-30.188679245283,-30.188679245283,40.0436575309241
"P117","1","p1","b1","diuron",17.6,17.6,26.8,19.3,"relative_removal",27.9850746268657,-1.14942528735631,35.8010479517307
"P117","1","p1","b1","vorinostat",13.3,13.3,11.4,8.6,"relative_removal",24.5614035087719,2.56410256410255,20.9962980846612
"P117","1","p2","b1","acetylsulfamethoxazole",13.8,14,17.4,18.7,"relative_removal",-7.4712643678161,-5.20833333333333,2.59277504105091
"P117","1","p2","b1","atorvastatin",20.9,21.2,16.5,18.6,"relative_removal",-12.7272727272727,-15.2542372881356,5.19550342130986
"P117","1","p2","b1","propanil",19,19.2,12.8,10.3,"relative_removal",19.53125,14.3939393939394,11.4049692622951
"P117","2","p1","b1","diuron",17.6,17.6,18.8,27,"relative_removal",-43.6170212765957,-1.14942528735631,35.8010479517307
"P117","2","p1","b1","vorinostat",13.3,13.3,10.9,12.8,"relative_removal",-17.4311926605505,2.56410256410255,20.9962980846612
"P117","2","p2","b1","acetylsulfamethoxazole",13.8,13.8,19.2,20.2,"relative_removal",-5.20833333333333,-5.20833333333333,2.59277504105091
"P117","2","p2","b1","atorvastatin",20.9,20.9,18.6,22.9,"relative_removal",-23.1182795698925,-15.2542372881356,5.19550342130986
"P117","2","p2","b1","propanil",19,19,12.2,12.6,"relative_removal",-3.27868852459017,14.3939393939394,11.4049692622951
"P117","3","p1","b1","diuron",17.6,17.6,26.1,26.4,"relative_removal",-1.14942528735631,-1.14942528735631,35.8010479517307
"P117","3","p1","b1","vorinostat",13.3,13.3,11.7,11.4,"relative_removal",2.56410256410255,2.56410256410255,20.9962980846612
"P117","3","p2","b1","acetylsulfamethoxazole",13.8,13.8,17.5,17.9,"relative_removal",-2.28571428571428,-5.20833333333333,2.59277504105091
"P117","3","p2","b1","atorvastatin",20.9,20.9,17.7,20.4,"relative_removal",-15.2542372881356,-15.2542372881356,5.19550342130986
"P117","3","p2","b1","propanil",19,19,13.2,11.3,"relative_removal",14.3939393939394,14.3939393939394,11.4049692622951
"P118","1","p1","b1","diuron",17.8,17.7,27.6,12.7,"relative_removal",53.9855072463768,1.5810276679842,26.2053520483853
"P118","1","p1","b1","vorinostat",13.4,13.4,11.6,8,"relative_removal",31.0344827586207,1.83486238532111,17.3521037646314
"P118","1","p2","b1","acetylsulfamethoxazole",13.8,14,17.6,18.1,"relative_removal",-2.84090909090909,-2.84090909090909,1.98863636363636
"P118","1","p2","b1","atorvastatin",20.9,21.2,16.5,18.2,"relative_removal",-10.3030303030303,-1.95121951219512,5.39423359811709
"P118","1","p2","b1","propanil",19,19.2,12.8,9.7,"relative_removal",24.21875,37.1428571428571,7.22764157458564
"P118","2","p1","b1","diuron",17.5,17.5,25.3,24.9,"relative_removal",1.5810276679842,1.5810276679842,26.2053520483853
"P118","2","p1","b1","vorinostat",13.3,13.3,10.9,10.7,"relative_removal",1.83486238532111,1.83486238532111,17.3521037646314
"P118","2","p2","b1","acetylsulfamethoxazole",13.8,13.8,17.6,18.3,"relative_removal",-3.97727272727272,-2.84090909090909,1.98863636363636
"P118","2","p2","b1","atorvastatin",20.9,20.9,20.5,20.9,"relative_removal",-1.95121951219512,-1.95121951219512,5.39423359811709
"P118","2","p2","b1","propanil",19,19,17.5,11,"relative_removal",37.1428571428571,37.1428571428571,7.22764157458564
"P118","3","p1","b1","diuron",17.5,17.5,25.4,25,"relative_removal",1.57480314960629,1.5810276679842,26.2053520483853
"P118","3","p1","b1","vorinostat",13.3,13.3,10.9,11.3,"relative_removal",-3.6697247706422,1.83486238532111,17.3521037646314
"P118","3","p2","b1","acetylsulfamethoxazole",13.8,13.8,17.6,17.6,"relative_removal",0,-2.84090909090909,1.98863636363636
"P118","3","p2","b1","atorvastatin",20.9,20.9,20.6,20.5,"relative_removal",0.48543689320389,-1.95121951219512,5.39423359811709
"P118","3","p2","b1","propanil",19,19,18.1,11.1,"relative_removal",38.6740331491713,37.1428571428571,7.22764157458564
"P121","1","p1","b1","diuron",17.7,17.7,24,24.8,"relative_removal",-3.33333333333334,1.21457489878543,2.46347941567066
"P121","1","p1","b1","vorinostat",13.4,13.4,10.5,10.5,"relative_removal",0,0,0.926243567752999
"P121","1","p2","b1","acetylsulfamethoxazole",13.8,14,17.4,18.6,"relative_removal",-6.89655172413795,-5.29100529100529,0.989259468626354
"P121","1","p2","b1","atorvastatin",20.9,21.2,15.9,18.2,"relative_removal",-14.4654088050314,-14.4654088050314,15.7665820949619
"P121","1","p2","b1","propanil",19,19.2,12.2,9.9,"relative_removal",18.8524590163934,18.8524590163934,15.6935830152672
"P121","2","p1","b1","diuron",17.5,17.5,25.1,24.7,"relative_removal",1.59362549800798,1.21457489878543,2.46347941567066
"P121","2","p1","b1","vorinostat",13.3,13.3,11,10.9,"relative_removal",0.909090909090906,0,0.926243567752999
"P121","2","p2","b1","acetylsulfamethoxazole",13.8,13.8,18.3,19.2,"relative_removal",-4.91803278688524,-5.29100529100529,0.989259468626354
"P121","2","p2","b1","atorvastatin",20.9,20.9,18.6,18.9,"relative_removal",-1.61290322580644,-14.4654088050314,15.7665820949619
"P121","2","p2","b1","propanil",19,19,13.1,9.5,"relative_removal",27.4809160305343,18.8524590163934,15.6935830152672
"P121","3","p1","b1","diuron",17.5,17.5,24.7,24.4,"relative_removal",1.21457489878543,1.21457489878543,2.46347941567066
"P121","3","p1","b1","vorinostat",13.3,13.3,10.6,10.7,"relative_removal",-0.943396226415091,0,0.926243567752999
"P121","3","p2","b1","acetylsulfamethoxazole",13.8,13.8,18.9,19.9,"relative_removal",-5.29100529100529,-5.29100529100529,0.989259468626354
"P121","3","p2","b1","atorvastatin",20.9,20.9,17.8,23.7,"relative_removal",-33.1460674157303,-14.4654088050314,15.7665820949619
"P121","3","p2","b1","propanil",19,19,12.8,13.3,"relative_removal",-3.90625,18.8524590163934,15.6935830152672
"P122","1","p1","b1","diuron",17.7,17.7,25.2,14.3,"relative_removal",43.2539682539683,9.4890510948905,26.8799024149219
"P122","1","p1","b1","vorinostat",13.4,13.4,10.5,8.4,"relative_removal",20,6.03448275862068,14.0540540540541
"P122","1","p2","b1","acetylsulfamethoxazole",13.8,14,18,18.2,"relative_removal",-1.11111111111111,-1.11111111111111,3.62433862433862
"P122","1","p2","b1","atorvastatin",20.9,21.2,17.7,18.4,"relative_removal",-3.954802259887,-19.2307692307692,18.5747461093203
"P122","1","p2","b1","propanil",19,19.2,15.1,9.9,"relative_removal",34.4370860927152,-21.4953271028037,29.3980302258448
"P122","2","p1","b1","diuron",17.5,17.5,25.7,28.4,"relative_removal",-10.5058365758755,9.4890510948905,26.8799024149219
"P122","2","p1","b1","vorinostat",13.3,13.3,11.1,12,"relative_removal",-8.10810810810811,6.03448275862068,14.0540540540541
"P122","2","p2","b1","acetylsulfamethoxazole",13.8,13.8,18.9,19,"relative_removal",-0.529100529100537,-1.11111111111111,3.62433862433862
"P122","2","p2","b1","atorvastatin",20.9,20.9,15.6,18.6,"relative_removal",-19.2307692307692,-19.2307692307692,18.5747461093203
"P122","2","p2","b1","propanil",19,19,7.8,9.7,"relative_removal",-24.3589743589744,-21.4953271028037,29.3980302258448
"P122","3","p1","b1","diuron",17.5,17.5,27.4,24.8,"relative_removal",9.4890510948905,9.4890510948905,26.8799024149219
"P122","3","p1","b1","vorinostat",13.3,13.3,11.6,10.9,"relative_removal",6.03448275862068,6.03448275862068,14.0540540540541
"P122","3","p2","b1","acetylsulfamethoxazole",13.8,13.8,18,19.4,"relative_removal",-7.77777777777777,-1.11111111111111,3.62433862433862
"P122","3","p2","b1","atorvastatin",20.9,20.9,16.3,23,"relative_removal",-41.1042944785276,-19.2307692307692,18.5747461093203
"P122","3","p2","b1","propanil",19,19,10.7,13,"relative_removal",-21.4953271028037,-21.4953271028037,29.3980302258448
"P124","1","p1","b2","diuron",17.7,17.7,25.8,12.9,"relative_removal",50,16.6023166023166,74.5192307692308
"P124","1","p1","b2","vorinostat",13.4,13.4,10.7,6.2,"relative_removal",42.0560747663551,42.0560747663551,11.0280373831776
"P124","1","p2","b2","acetylsulfamethoxazole",13.8,14,19,18.4,"relative_removal",3.15789473684211,3.70660694288914,0.548712206047031
"P124","1","p2","b2","atorvastatin",20.9,21.2,21.3,17.5,"relative_removal",17.8403755868545,0,11.9093182282098
"P124","1","p2","b2","propanil",19,19.2,18.1,9.7,"relative_removal",46.4088397790055,33.1550802139037,9.18926837435125
"P124","2","p1","b2","diuron",17.7,17.7,25.9,21.6,"relative_removal",16.6023166023166,16.6023166023166,74.5192307692308
"P124","2","p1","b2","vorinostat",13.4,13.4,10.7,6.2,"relative_removal",42.0560747663551,42.0560747663551,11.0280373831776
"P124","2","p2","b2","atorvastatin",20.9,20.9,21.6,21.6,"relative_removal",0,0,11.9093182282098
"P124","2","p2","b2","propanil",18.9,18.9,18.7,12.5,"relative_removal",33.1550802139037,33.1550802139037,9.18926837435125
"P124","3","p1","b2","diuron",17.7,17.7,10.4,20.7,"relative_removal",-99.0384615384615,16.6023166023166,74.5192307692308
"P124","3","p1","b2","vorinostat",13.4,13.4,7.5,6,"relative_removal",20,42.0560747663551,11.0280373831776
"P124","3","p2","b2","acetylsulfamethoxazole",13.8,13.8,18.8,18,"relative_removal",4.25531914893617,3.70660694288914,0.548712206047031
"P124","3","p2","b2","atorvastatin",20.9,20.9,18.4,19.5,"relative_removal",-5.97826086956523,0,11.9093182282098
"P124","3","p2","b2","propanil",18.9,19,13.2,9.5,"relative_removal",28.030303030303,33.1550802139037,9.18926837435125
"P128","1","p1","b2","diuron",17.7,17.8,25.9,38.5,"relative_removal",-48.6486486486487,-62.5,11.2921140318401
"P128","1","p1","b2","vorinostat",13.4,13.4,10.6,0.4,"relative_removal",96.2264150943396,97.2972972972973,1.25388106042512
"P128","1","p2","b2","acetylsulfamethoxazole",13.8,14,18.4,18.1,"relative_removal",1.63043478260868,7.92079207920791,3.81892895015907
"P128","1","p2","b2","atorvastatin",20.9,21.2,19.9,17.6,"relative_removal",11.5577889447236,11.5577889447236,6.12608497030607
"P128","1","p2","b2","propanil",19,19.2,16.4,5.7,"relative_removal",65.2439024390244,65.2439024390244,9.93150684931507
"P128","2","p1","b2","diuron",17.7,17.8,7.3,12.5,"relative_removal",-71.2328767123288,-62.5,11.2921140318401
"P128","2","p1","b2","vorinostat",13.4,13.4,7.9,0.1,"relative_removal",98.7341772151899,97.2972972972973,1.25388106042512
"P128","2","p2","b2","acetylsulfamethoxazole",13.8,13.8,20.2,18.6,"relative_removal",7.92079207920791,7.92079207920791,3.81892895015907
"P128","2","p2","b2","atorvastatin",20.9,20.9,16.5,16.2,"relative_removal",1.81818181818182,11.5577889447236,6.12608497030607
"P128","2","p2","b2","propanil",19,18.9,8.2,4.1,"relative_removal",50,65.2439024390244,9.93150684931507
"P128","3","p1","b2","diuron",17.7,17.7,9.6,15.6,"relative_removal",-62.5,-62.5,11.2921140318401
"P128","3","p1","b2","vorinostat",13.4,13.4,7.4,0.2,"relative_removal",97.2972972972973,97.2972972972973,1.25388106042512
"P128","3","p2","b2","acetylsulfamethoxazole",13.8,13.8,20.5,18.6,"relative_removal",9.26829268292682,7.92079207920791,3.81892895015907
"P128","3","p2","b2","atorvastatin",20.9,20.9,19.9,17.1,"relative_removal",14.070351758794,11.5577889447236,6.12608497030607
"P128","3","p2","b2","propanil",18.9,19,14.6,4.4,"relative_removal",69.8630136986301,65.2439024390244,9.93150684931507
"P131","1","p1","b2","diuron",17.7,17.7,25.7,15.3,"relative_removal",40.4669260700389,-7.74647887323945,49.4887821839556
"P131","1","p1","b2","vorinostat",13.4,NA,10.3,0,"relative_removal",100,100,0
"P131","1","p2","b2","acetylsulfamethoxazole",13.8,14,18.1,0.4,"relative_removal",97.7900552486188,72.5388601036269,14.5813021341133
"P131","1","p2","b2","atorvastatin",20.9,21.2,20.2,17.6,"relative_removal",12.8712871287129,-5,9.76897689768976
"P131","1","p2","b2","propanil",19,19.7,16.8,0.2,"relative_removal",98.8095238095238,98.8095238095238,0.276199494949495
"P131","2","p1","b2","diuron",17.7,17.7,14.2,15.3,"relative_removal",-7.74647887323945,-7.74647887323945,49.4887821839556
"P131","2","p1","b2","vorinostat",13.4,NA,9,0,"relative_removal",100,100,0
"P131","2","p2","b2","acetylsulfamethoxazole",13.8,13.8,20.4,6.4,"relative_removal",68.6274509803922,72.5388601036269,14.5813021341133
"P131","2","p2","b2","atorvastatin",20.9,20.9,15,16,"relative_removal",-6.66666666666667,-5,9.76897689768976
"P131","2","p2","b2","propanil",19,19.4,6.4,0.1,"relative_removal",98.4375,98.8095238095238,0.276199494949495
"P131","3","p1","b2","diuron",17.7,17.7,9.4,14.9,"relative_removal",-58.5106382978723,-7.74647887323945,49.4887821839556
"P131","3","p1","b2","vorinostat",13.4,NA,7.2,0,"relative_removal",100,100,0
"P131","3","p2","b2","acetylsulfamethoxazole",13.8,13.8,19.3,5.3,"relative_removal",72.5388601036269,72.5388601036269,14.5813021341133
"P131","3","p2","b2","atorvastatin",20.9,20.9,16,16.8,"relative_removal",-5,-5,9.76897689768976
"P131","3","p2","b2","propanil",19,19.4,9.9,0.1,"relative_removal",98.989898989899,98.8095238095238,0.276199494949495
"P140","1","p1","b2","diuron",17.7,17.8,25.6,14.6,"relative_removal",42.96875,-29.8507462686567,39.5256121134021
"P140","1","p1","b2","vorinostat",13.4,13.4,10.5,5.9,"relative_removal",43.8095238095238,11.25,27.5385647216633
"P140","1","p2","b2","acetylsulfamethoxazole",13.8,14,18.1,18.4,"relative_removal",-1.6574585635359,3.15789473684211,2.88001133305
"P140","1","p2","b2","atorvastatin",20.9,21.2,19.7,17.3,"relative_removal",12.1827411167513,12.1827411167513,2.8381750133666
"P140","1","p2","b2","propanil",19,19.2,16.6,9.5,"relative_removal",42.7710843373494,40.983606557377,1.3855421686747
"P140","2","p1","b2","diuron",17.8,17.7,9.7,13.2,"relative_removal",-36.0824742268041,-29.8507462686567,39.5256121134021
"P140","2","p1","b2","vorinostat",13.4,13.4,7.1,7.9,"relative_removal",-11.2676056338028,11.25,27.5385647216633
"P140","2","p2","b2","acetylsulfamethoxazole",13.8,13.8,19.5,18.7,"relative_removal",4.10256410256411,3.15789473684211,2.88001133305
"P140","2","p2","b2","atorvastatin",20.9,20.9,18.6,15.9,"relative_removal",14.5161290322581,12.1827411167513,2.8381750133666
"P140","2","p2","b2","propanil",18.9,19,12.2,7.2,"relative_removal",40.983606557377,40.983606557377,1.3855421686747
"P140","3","p1","b2","diuron",17.7,17.7,13.4,17.4,"relative_removal",-29.8507462686567,-29.8507462686567,39.5256121134021
"P140","3","p1","b2","vorinostat",13.4,13.4,8,7.1,"relative_removal",11.25,11.25,27.5385647216633
"P140","3","p2","b2","acetylsulfamethoxazole",13.8,13.8,19,18.4,"relative_removal",3.15789473684211,3.15789473684211,2.88001133305
"P140","3","p2","b2","atorvastatin",20.9,20.9,18.1,16.5,"relative_removal",8.83977900552487,12.1827411167513,2.8381750133666
"P140","3","p2","b2","propanil",18.9,19,13,7.8,"relative_removal",40,40.983606557377,1.3855421686747
"P145","1","p1","b2","diuron",17.7,17.7,26,13.8,"relative_removal",46.9230769230769,-12.9629629629629,53.5586258401792
"P145","1","p1","b2","vorinostat",13.4,13.4,10.7,8.2,"relative_removal",23.3644859813084,10.4651162790698,21.1417024501137
"P145","1","p2","b2","acetylsulfamethoxazole",13.8,14,18.1,19.4,"relative_removal",-7.18232044198893,0.531914893617029,6.51669213588809
"P145","1","p2","b2","atorvastatin",20.9,21.2,18.8,19.4,"relative_removal",-3.19148936170212,-3.19148936170212,4.00534694373557
"P145","1","p2","b2","propanil",19,19.2,15.6,11.7,"relative_removal",25,25.3333333333333,3.67647058823529
"P145","2","p1","b2","diuron",17.7,17.7,10.8,12.2,"relative_removal",-12.9629629629629,-12.9629629629629,53.5586258401792
"P145","2","p1","b2","vorinostat",13.4,13.4,8.6,7.7,"relative_removal",10.4651162790698,10.4651162790698,21.1417024501137
"P145","2","p2","b2","acetylsulfamethoxazole",13.8,13.8,18.8,17.7,"relative_removal",5.85106382978724,0.531914893617029,6.51669213588809
"P145","2","p2","b2","atorvastatin",20.9,20.9,21.1,20.6,"relative_removal",2.3696682464455,-3.19148936170212,4.00534694373557
"P145","2","p2","b2","propanil",19,19,17,11.5,"relative_removal",32.3529411764706,25.3333333333333,3.67647058823529
"P145","3","p1","b2","diuron",17.7,17.7,10.3,16.5,"relative_removal",-60.1941747572815,-12.9629629629629,53.5586258401792
"P145","3","p1","b2","vorinostat",13.4,13.4,7.4,8.8,"relative_removal",-18.9189189189189,10.4651162790698,21.1417024501137
"P145","3","p2","b2","acetylsulfamethoxazole",13.8,13.8,18.8,18.7,"relative_removal",0.531914893617029,0.531914893617029,6.51669213588809
"P145","3","p2","b2","atorvastatin",20.9,20.9,19.5,20.6,"relative_removal",-5.64102564102565,-3.19148936170212,4.00534694373557
"P145","3","p2","b2","propanil",19,19,15,11.2,"relative_removal",25.3333333333333,25.3333333333333,3.67647058823529
"P146","1","p1","b2","diuron",17.7,17.8,25.6,14.8,"relative_removal",42.1875,-31.9672131147541,68.7127976190476
"P146","1","p1","b2","vorinostat",13.4,13.4,10.7,8.4,"relative_removal",21.4953271028037,-2.43902439024392,13.8726635514019
"P146","1","p2","b2","acetylsulfamethoxazole",13.8,14,18.3,18.3,"relative_removal",0,0,4.6049723756906
"P146","1","p2","b2","atorvastatin",20.9,21.2,18.1,17.4,"relative_removal",3.86740331491714,3.86740331491714,9.01162790697675
"P146","1","p2","b2","propanil",19,19.2,14.4,8.9,"relative_removal",38.1944444444444,38.1944444444444,16.5748663101604
"P146","2","p1","b2","diuron",17.8,17.7,8.4,16.4,"relative_removal",-95.2380952380952,-31.9672131147541,68.7127976190476
"P146","2","p1","b2","vorinostat",13.4,13.4,8,8.5,"relative_removal",-6.25,-2.43902439024392,13.8726635514019
"P146","2","p2","b2","acetylsulfamethoxazole",13.8,13.8,20,18.6,"relative_removal",6.99999999999999,0,4.6049723756906
"P146","2","p2","b2","atorvastatin",20.9,20.9,17.2,16.7,"relative_removal",2.90697674418605,3.86740331491714,9.01162790697675
"P146","2","p2","b2","propanil",18.9,19,10,7.7,"relative_removal",23,38.1944444444444,16.5748663101604
"P146","3","p1","b2","diuron",17.7,17.7,12.2,16.1,"relative_removal",-31.9672131147541,-31.9672131147541,68.7127976190476
"P146","3","p1","b2","vorinostat",13.4,13.4,8.2,8.4,"relative_removal",-2.43902439024392,-2.43902439024392,13.8726635514019
"P146","3","p2","b2","acetylsulfamethoxazole",13.8,13.8,18.1,18.5,"relative_removal",-2.20994475138121,0,4.6049723756906
"P146","3","p2","b2","atorvastatin",20.9,20.9,21.5,17,"relative_removal",20.9302325581395,3.86740331491714,9.01162790697675
"P146","3","p2","b2","propanil",18.9,19,18.7,8.2,"relative_removal",56.1497326203209,38.1944444444444,16.5748663101604
"P148","1","p1","b2","diuron",17.7,17.7,26.1,14.5,"relative_removal",44.4444444444444,-39.6551724137931,61.5555555555556
"P148","1","p1","b2","vorinostat",13.4,NA,10.7,0,"relative_removal",100,100,1.85185185185185
"P148","1","p2","b2","acetylsulfamethoxazole",13.8,NA,20.4,0,"relative_removal",100,100,0
"P148","1","p2","b2","atorvastatin",20.9,21.2,24.9,17.5,"relative_removal",29.718875502008,10.4046242774566,11.0343011389822
"P148","1","p2","b2","propanil",19,19.7,21.6,0.2,"relative_removal",99.0740740740741,99.0740740740741,0.0985637848493184
"P148","2","p1","b2","diuron",17.7,17.8,7.5,13.4,"relative_removal",-78.6666666666667,-39.6551724137931,61.5555555555556
"P148","2","p1","b2","vorinostat",13.4,NA,7.6,0,"relative_removal",100,100,1.85185185185185
"P148","2","p2","b2","acetylsulfamethoxazole",13.8,NA,19.3,0,"relative_removal",100,100,0
"P148","2","p2","b2","atorvastatin",20.9,20.9,17.3,15.5,"relative_removal",10.4046242774566,10.4046242774566,11.0343011389822
"P148","2","p2","b2","propanil",18.9,19.4,10.6,0.1,"relative_removal",99.0566037735849,99.0740740740741,0.0985637848493184
"P148","3","p1","b2","diuron",17.7,17.7,11.6,16.2,"relative_removal",-39.6551724137931,-39.6551724137931,61.5555555555556
"P148","3","p1","b2","vorinostat",13.4,13.4,8.1,0.3,"relative_removal",96.2962962962963,100,1.85185185185185
"P148","3","p2","b2","acetylsulfamethoxazole",13.8,NA,19.5,0,"relative_removal",100,100,0
"P148","3","p2","b2","atorvastatin",20.9,20.9,18.3,16.9,"relative_removal",7.65027322404373,10.4046242774566,11.0343011389822
"P148","3","p2","b2","propanil",18.9,19.4,13.4,0.1,"relative_removal",99.2537313432836,99.0740740740741,0.0985637848493184
"P149","1","p1","b2","diuron",17.7,17.8,26.2,14.2,"relative_removal",45.8015267175573,-15.3846153846154,51.7051111848656
"P149","1","p1","b2","vorinostat",13.4,13.4,10.8,8.3,"relative_removal",23.1481481481481,-3.44827586206897,16.3038038038038
"P149","1","p2","b2","acetylsulfamethoxazole",13.8,14,18.3,18.3,"relative_removal",0,3.68421052631579,2.3076923076923
"P149","1","p2","b2","atorvastatin",20.9,21.2,18.2,17.8,"relative_removal",2.19780219780219,3.40909090909092,1.16098590674862
"P149","1","p2","b2","propanil",19,19.2,14.8,8.9,"relative_removal",39.8648648648649,31.7460317460317,5.45874822190611
"P149","2","p1","b2","diuron",17.7,17.7,9.2,14.5,"relative_removal",-57.6086956521739,-15.3846153846154,51.7051111848656
"P149","2","p1","b2","vorinostat",13.4,13.4,7.4,8.1,"relative_removal",-9.45945945945945,-3.44827586206897,16.3038038038038
"P149","2","p2","b2","acetylsulfamethoxazole",13.8,13.8,19.5,18.6,"relative_removal",4.61538461538461,3.68421052631579,2.3076923076923
"P149","2","p2","b2","atorvastatin",20.9,20.9,17.7,16.9,"relative_removal",4.51977401129944,3.40909090909092,1.16098590674862
"P149","2","p2","b2","propanil",18.9,19,11.4,8.1,"relative_removal",28.9473684210526,31.7460317460317,5.45874822190611
"P149","3","p1","b2","diuron",17.7,17.7,15.6,18,"relative_removal",-15.3846153846154,-15.3846153846154,51.7051111848656
"P149","3","p1","b2","vorinostat",13.4,13.4,8.7,9,"relative_removal",-3.44827586206897,-3.44827586206897,16.3038038038038
"P149","3","p2","b2","acetylsulfamethoxazole",13.8,13.8,19,18.3,"relative_removal",3.68421052631579,3.68421052631579,2.3076923076923
"P149","3","p2","b2","atorvastatin",20.9,20.9,17.6,17,"relative_removal",3.40909090909092,3.40909090909092,1.16098590674862
"P149","3","p2","b2","propanil",19,19,12.6,8.6,"relative_removal",31.7460317460317,31.7460317460317,5.45874822190611
"P150","1","p1","b2","diuron",17.7,17.8,25.8,25.7,"relative_removal",0.387596899224812,-27.4074074074074,44.559995632711
